Datos que encuentra el metodo de Runge Kutta(variable ind.	 variable dep.	 numero de thread)
0.834910	 1.865078 	 numero de thread:2
0.834972	 1.865169 	 numero de thread:2
0.835035	 1.865260 	 numero de thread:2
0.835098	 1.865351 	 numero de thread:2
0.835161	 1.865442 	 numero de thread:2
0.835224	 1.865532 	 numero de thread:2
0.835287	 1.865623 	 numero de thread:2
0.835349	 1.865714 	 numero de thread:2
0.835412	 1.865805 	 numero de thread:2
0.835475	 1.865896 	 numero de thread:2
0.835538	 1.865987 	 numero de thread:2
0.835601	 1.866078 	 numero de thread:2
0.835664	 1.866169 	 numero de thread:2
0.835726	 1.866260 	 numero de thread:2
0.835789	 1.866351 	 numero de thread:2
0.835852	 1.866442 	 numero de thread:2
0.835915	 1.866533 	 numero de thread:2
0.835978	 1.866624 	 numero de thread:2
0.836041	 1.866715 	 numero de thread:2
0.836103	 1.866806 	 numero de thread:2
0.836166	 1.866897 	 numero de thread:2
0.836229	 1.866988 	 numero de thread:2
0.836292	 1.867079 	 numero de thread:2
0.836355	 1.867170 	 numero de thread:2
0.836418	 1.867261 	 numero de thread:2
0.836480	 1.867352 	 numero de thread:2
0.836543	 1.867443 	 numero de thread:2
0.836606	 1.867534 	 numero de thread:2
0.836669	 1.867625 	 numero de thread:2
0.836732	 1.867716 	 numero de thread:2
0.836795	 1.867807 	 numero de thread:2
0.836857	 1.867898 	 numero de thread:2
0.836920	 1.867989 	 numero de thread:2
0.836983	 1.868080 	 numero de thread:2
0.837046	 1.868171 	 numero de thread:2
0.837109	 1.868262 	 numero de thread:2
0.837172	 1.868353 	 numero de thread:2
0.837234	 1.868444 	 numero de thread:2
0.837297	 1.868535 	 numero de thread:2
0.837360	 1.868626 	 numero de thread:2
0.837423	 1.868717 	 numero de thread:2
0.837486	 1.868808 	 numero de thread:2
0.837549	 1.868899 	 numero de thread:2
0.837611	 1.868990 	 numero de thread:2
0.837674	 1.869081 	 numero de thread:2
0.837737	 1.869172 	 numero de thread:2
0.837800	 1.869263 	 numero de thread:2
0.837863	 1.869354 	 numero de thread:2
0.837926	 1.869445 	 numero de thread:2
0.837988	 1.869536 	 numero de thread:2
0.838051	 1.869627 	 numero de thread:2
0.838114	 1.869718 	 numero de thread:2
0.838177	 1.869809 	 numero de thread:2
0.838240	 1.869900 	 numero de thread:2
0.838303	 1.869991 	 numero de thread:2
0.838365	 1.870082 	 numero de thread:2
0.838428	 1.870173 	 numero de thread:2
0.838491	 1.870264 	 numero de thread:2
0.838554	 1.870355 	 numero de thread:2
0.838617	 1.870446 	 numero de thread:2
0.838680	 1.870537 	 numero de thread:2
0.838742	 1.870628 	 numero de thread:2
0.838805	 1.870719 	 numero de thread:2
0.838868	 1.870810 	 numero de thread:2
0.838931	 1.870901 	 numero de thread:2
0.838994	 1.870992 	 numero de thread:2
0.839057	 1.871083 	 numero de thread:2
0.839119	 1.871174 	 numero de thread:2
0.839182	 1.871265 	 numero de thread:2
0.839245	 1.871356 	 numero de thread:2
0.839308	 1.871447 	 numero de thread:2
0.839371	 1.871538 	 numero de thread:2
0.839434	 1.871629 	 numero de thread:2
0.839496	 1.871720 	 numero de thread:2
0.839559	 1.871811 	 numero de thread:2
0.839622	 1.871902 	 numero de thread:2
0.839685	 1.871993 	 numero de thread:2
0.839748	 1.872084 	 numero de thread:2
0.839811	 1.872175 	 numero de thread:2
0.839873	 1.872266 	 numero de thread:2
0.839936	 1.872357 	 numero de thread:2
0.839999	 1.872448 	 numero de thread:2
0.840062	 1.872539 	 numero de thread:2
0.840125	 1.872630 	 numero de thread:2
0.840188	 1.872721 	 numero de thread:2
0.840250	 1.872812 	 numero de thread:2
0.840313	 1.872903 	 numero de thread:2
0.840376	 1.872994 	 numero de thread:2
0.840439	 1.873085 	 numero de thread:2
0.840502	 1.873176 	 numero de thread:2
0.840565	 1.873267 	 numero de thread:2
0.840627	 1.873358 	 numero de thread:2
0.840690	 1.873449 	 numero de thread:2
0.840753	 1.873540 	 numero de thread:2
0.840816	 1.873631 	 numero de thread:2
0.840879	 1.873722 	 numero de thread:2
0.840942	 1.873813 	 numero de thread:2
0.841004	 1.873904 	 numero de thread:2
0.841067	 1.873995 	 numero de thread:2
0.841130	 1.874086 	 numero de thread:2
0.841193	 1.874177 	 numero de thread:2
0.841256	 1.874268 	 numero de thread:2
0.841319	 1.874359 	 numero de thread:2
0.841381	 1.874450 	 numero de thread:2
0.841444	 1.874541 	 numero de thread:2
0.841507	 1.874632 	 numero de thread:2
0.841570	 1.874723 	 numero de thread:2
0.841633	 1.874815 	 numero de thread:2
0.841696	 1.874906 	 numero de thread:2
0.841758	 1.874997 	 numero de thread:2
0.841821	 1.875088 	 numero de thread:2
0.841884	 1.875179 	 numero de thread:2
0.841947	 1.875270 	 numero de thread:2
0.842010	 1.875361 	 numero de thread:2
0.842072	 1.875452 	 numero de thread:2
0.842135	 1.875543 	 numero de thread:2
0.842198	 1.875634 	 numero de thread:2
0.842261	 1.875725 	 numero de thread:2
0.842324	 1.875816 	 numero de thread:2
0.842387	 1.875907 	 numero de thread:2
0.842449	 1.875998 	 numero de thread:2
0.842512	 1.876089 	 numero de thread:2
0.842575	 1.876180 	 numero de thread:2
0.842638	 1.876271 	 numero de thread:2
0.842701	 1.876362 	 numero de thread:2
0.842764	 1.876453 	 numero de thread:2
0.842826	 1.876544 	 numero de thread:2
0.842889	 1.876635 	 numero de thread:2
0.842952	 1.876726 	 numero de thread:2
0.843015	 1.876818 	 numero de thread:2
0.843078	 1.876909 	 numero de thread:2
0.843141	 1.877000 	 numero de thread:2
0.843203	 1.877091 	 numero de thread:2
0.843266	 1.877182 	 numero de thread:2
0.843329	 1.877273 	 numero de thread:2
0.843392	 1.877364 	 numero de thread:2
0.843455	 1.877455 	 numero de thread:2
0.843518	 1.877546 	 numero de thread:2
0.843580	 1.877637 	 numero de thread:2
0.843643	 1.877728 	 numero de thread:2
0.843706	 1.877819 	 numero de thread:2
0.843769	 1.877910 	 numero de thread:2
0.843832	 1.878001 	 numero de thread:2
0.843895	 1.878092 	 numero de thread:2
0.843957	 1.878183 	 numero de thread:2
0.844020	 1.878274 	 numero de thread:2
0.844083	 1.878366 	 numero de thread:2
0.844146	 1.878457 	 numero de thread:2
0.844209	 1.878548 	 numero de thread:2
0.844272	 1.878639 	 numero de thread:2
0.844334	 1.878730 	 numero de thread:2
0.844397	 1.878821 	 numero de thread:2
0.844460	 1.878912 	 numero de thread:2
0.844523	 1.879003 	 numero de thread:2
0.844586	 1.879094 	 numero de thread:2
0.844649	 1.879185 	 numero de thread:2
0.844711	 1.879276 	 numero de thread:2
0.844774	 1.879367 	 numero de thread:2
0.844837	 1.879458 	 numero de thread:2
0.844900	 1.879549 	 numero de thread:2
0.844963	 1.879641 	 numero de thread:2
0.845026	 1.879732 	 numero de thread:2
0.845088	 1.879823 	 numero de thread:2
0.845151	 1.879914 	 numero de thread:2
0.845214	 1.880005 	 numero de thread:2
0.845277	 1.880096 	 numero de thread:2
0.845340	 1.880187 	 numero de thread:2
0.845403	 1.880278 	 numero de thread:2
0.845465	 1.880369 	 numero de thread:2
0.845528	 1.880460 	 numero de thread:2
0.845591	 1.880551 	 numero de thread:2
0.845654	 1.880642 	 numero de thread:2
0.845717	 1.880734 	 numero de thread:2
0.845780	 1.880825 	 numero de thread:2
0.845842	 1.880916 	 numero de thread:2
0.845905	 1.881007 	 numero de thread:2
0.845968	 1.881098 	 numero de thread:2
0.846031	 1.881189 	 numero de thread:2
0.846094	 1.881280 	 numero de thread:2
0.846157	 1.881371 	 numero de thread:2
0.846219	 1.881462 	 numero de thread:2
0.846282	 1.881553 	 numero de thread:2
0.846345	 1.881644 	 numero de thread:2
0.846408	 1.881736 	 numero de thread:2
0.846471	 1.881827 	 numero de thread:2
0.846534	 1.881918 	 numero de thread:2
0.846596	 1.882009 	 numero de thread:2
0.846659	 1.882100 	 numero de thread:2
0.846722	 1.882191 	 numero de thread:2
0.846785	 1.882282 	 numero de thread:2
0.846848	 1.882373 	 numero de thread:2
0.846911	 1.882464 	 numero de thread:2
0.846973	 1.882555 	 numero de thread:2
0.847036	 1.882647 	 numero de thread:2
0.847099	 1.882738 	 numero de thread:2
0.847162	 1.882829 	 numero de thread:2
0.847225	 1.882920 	 numero de thread:2
0.847288	 1.883011 	 numero de thread:2
0.847350	 1.883102 	 numero de thread:2
0.847413	 1.883193 	 numero de thread:2
0.847476	 1.883284 	 numero de thread:2
0.847539	 1.883375 	 numero de thread:2
0.847602	 1.883466 	 numero de thread:2
0.847665	 1.883558 	 numero de thread:2
0.847727	 1.883649 	 numero de thread:2
0.847790	 1.883740 	 numero de thread:2
0.847853	 1.883831 	 numero de thread:2
0.847916	 1.883922 	 numero de thread:2
0.847979	 1.884013 	 numero de thread:2
0.848042	 1.884104 	 numero de thread:2
0.848104	 1.884195 	 numero de thread:2
0.848167	 1.884286 	 numero de thread:2
0.848230	 1.884378 	 numero de thread:2
0.848293	 1.884469 	 numero de thread:2
0.848356	 1.884560 	 numero de thread:2
0.848419	 1.884651 	 numero de thread:2
0.848481	 1.884742 	 numero de thread:2
0.848544	 1.884833 	 numero de thread:2
0.848607	 1.884924 	 numero de thread:2
0.848670	 1.885015 	 numero de thread:2
0.848733	 1.885106 	 numero de thread:2
0.848796	 1.885198 	 numero de thread:2
0.848858	 1.885289 	 numero de thread:2
0.848921	 1.885380 	 numero de thread:2
0.848984	 1.885471 	 numero de thread:2
0.849047	 1.885562 	 numero de thread:2
0.849110	 1.885653 	 numero de thread:2
0.849172	 1.885744 	 numero de thread:2
0.849235	 1.885835 	 numero de thread:2
0.849298	 1.885927 	 numero de thread:2
0.849361	 1.886018 	 numero de thread:2
0.849424	 1.886109 	 numero de thread:2
0.849487	 1.886200 	 numero de thread:2
0.849549	 1.886291 	 numero de thread:2
0.849612	 1.886382 	 numero de thread:2
0.849675	 1.886473 	 numero de thread:2
0.849738	 1.886565 	 numero de thread:2
0.849801	 1.886656 	 numero de thread:2
0.849864	 1.886747 	 numero de thread:2
0.849926	 1.886838 	 numero de thread:2
0.849989	 1.886929 	 numero de thread:2
0.850052	 1.887020 	 numero de thread:2
0.850115	 1.887111 	 numero de thread:2
0.850178	 1.887202 	 numero de thread:2
0.850241	 1.887294 	 numero de thread:2
0.850303	 1.887385 	 numero de thread:2
0.850366	 1.887476 	 numero de thread:2
0.850429	 1.887567 	 numero de thread:2
0.850492	 1.887658 	 numero de thread:2
0.850555	 1.887749 	 numero de thread:2
0.850618	 1.887840 	 numero de thread:2
0.850680	 1.887932 	 numero de thread:2
0.850743	 1.888023 	 numero de thread:2
0.850806	 1.888114 	 numero de thread:2
0.850869	 1.888205 	 numero de thread:2
0.850932	 1.888296 	 numero de thread:2
0.850995	 1.888387 	 numero de thread:2
0.851057	 1.888478 	 numero de thread:2
0.851120	 1.888570 	 numero de thread:2
0.851183	 1.888661 	 numero de thread:2
0.851246	 1.888752 	 numero de thread:2
0.851309	 1.888843 	 numero de thread:2
0.851372	 1.888934 	 numero de thread:2
0.851434	 1.889025 	 numero de thread:2
0.851497	 1.889117 	 numero de thread:2
0.851560	 1.889208 	 numero de thread:2
0.851623	 1.889299 	 numero de thread:2
0.851686	 1.889390 	 numero de thread:2
0.851749	 1.889481 	 numero de thread:2
0.851811	 1.889572 	 numero de thread:2
0.851874	 1.889663 	 numero de thread:2
0.851937	 1.889755 	 numero de thread:2
0.852000	 1.889846 	 numero de thread:2
0.852063	 1.889937 	 numero de thread:2
0.852126	 1.890028 	 numero de thread:2
0.852188	 1.890119 	 numero de thread:2
0.852251	 1.890210 	 numero de thread:2
0.852314	 1.890302 	 numero de thread:2
0.852377	 1.890393 	 numero de thread:2
0.852440	 1.890484 	 numero de thread:2
0.852503	 1.890575 	 numero de thread:2
0.852565	 1.890666 	 numero de thread:2
0.852628	 1.890757 	 numero de thread:2
0.852691	 1.890849 	 numero de thread:2
0.852754	 1.890940 	 numero de thread:2
0.852817	 1.891031 	 numero de thread:2
0.852880	 1.891122 	 numero de thread:2
0.852942	 1.891213 	 numero de thread:2
0.853005	 1.891304 	 numero de thread:2
0.853068	 1.891396 	 numero de thread:2
0.853131	 1.891487 	 numero de thread:2
0.853194	 1.891578 	 numero de thread:2
0.853257	 1.891669 	 numero de thread:2
0.853319	 1.891760 	 numero de thread:2
0.853382	 1.891851 	 numero de thread:2
0.853445	 1.891943 	 numero de thread:2
0.853508	 1.892034 	 numero de thread:2
0.853571	 1.892125 	 numero de thread:2
0.853634	 1.892216 	 numero de thread:2
0.853696	 1.892307 	 numero de thread:2
0.853759	 1.892398 	 numero de thread:2
0.853822	 1.892490 	 numero de thread:2
0.853885	 1.892581 	 numero de thread:2
0.853948	 1.892672 	 numero de thread:2
0.854011	 1.892763 	 numero de thread:2
0.854073	 1.892854 	 numero de thread:2
0.854136	 1.892946 	 numero de thread:2
0.854199	 1.893037 	 numero de thread:2
0.854262	 1.893128 	 numero de thread:2
0.854325	 1.893219 	 numero de thread:2
0.854388	 1.893310 	 numero de thread:2
0.854450	 1.893401 	 numero de thread:2
0.854513	 1.893493 	 numero de thread:2
0.854576	 1.893584 	 numero de thread:2
0.854639	 1.893675 	 numero de thread:2
0.854702	 1.893766 	 numero de thread:2
0.854765	 1.893857 	 numero de thread:2
0.854827	 1.893949 	 numero de thread:2
0.854890	 1.894040 	 numero de thread:2
0.854953	 1.894131 	 numero de thread:2
0.855016	 1.894222 	 numero de thread:2
0.855079	 1.894313 	 numero de thread:2
0.855142	 1.894405 	 numero de thread:2
0.855204	 1.894496 	 numero de thread:2
0.855267	 1.894587 	 numero de thread:2
0.855330	 1.894678 	 numero de thread:2
0.855393	 1.894769 	 numero de thread:2
0.855456	 1.894861 	 numero de thread:2
0.855519	 1.894952 	 numero de thread:2
0.855581	 1.895043 	 numero de thread:2
0.855644	 1.895134 	 numero de thread:2
0.855707	 1.895225 	 numero de thread:2
0.855770	 1.895317 	 numero de thread:2
0.855833	 1.895408 	 numero de thread:2
0.855896	 1.895499 	 numero de thread:2
0.855958	 1.895590 	 numero de thread:2
0.856021	 1.895681 	 numero de thread:2
0.856084	 1.895773 	 numero de thread:2
0.856147	 1.895864 	 numero de thread:2
0.856210	 1.895955 	 numero de thread:2
0.856272	 1.896046 	 numero de thread:2
0.856335	 1.896137 	 numero de thread:2
0.856398	 1.896229 	 numero de thread:2
0.856461	 1.896320 	 numero de thread:2
0.856524	 1.896411 	 numero de thread:2
0.856587	 1.896502 	 numero de thread:2
0.856649	 1.896593 	 numero de thread:2
0.856712	 1.896685 	 numero de thread:2
0.856775	 1.896776 	 numero de thread:2
0.856838	 1.896867 	 numero de thread:2
0.856901	 1.896958 	 numero de thread:2
0.856964	 1.897050 	 numero de thread:2
0.857026	 1.897141 	 numero de thread:2
0.857089	 1.897232 	 numero de thread:2
0.857152	 1.897323 	 numero de thread:2
0.857215	 1.897414 	 numero de thread:2
0.857278	 1.897506 	 numero de thread:2
0.857341	 1.897597 	 numero de thread:2
0.857403	 1.897688 	 numero de thread:2
0.857466	 1.897779 	 numero de thread:2
0.857529	 1.897870 	 numero de thread:2
0.857592	 1.897962 	 numero de thread:2
0.857655	 1.898053 	 numero de thread:2
0.857718	 1.898144 	 numero de thread:2
0.857780	 1.898235 	 numero de thread:2
0.857843	 1.898327 	 numero de thread:2
0.857906	 1.898418 	 numero de thread:2
0.857969	 1.898509 	 numero de thread:2
0.858032	 1.898600 	 numero de thread:2
0.858095	 1.898692 	 numero de thread:2
0.858157	 1.898783 	 numero de thread:2
0.858220	 1.898874 	 numero de thread:2
0.858283	 1.898965 	 numero de thread:2
0.858346	 1.899056 	 numero de thread:2
0.858409	 1.899148 	 numero de thread:2
0.858472	 1.899239 	 numero de thread:2
0.858534	 1.899330 	 numero de thread:2
0.858597	 1.899421 	 numero de thread:2
0.858660	 1.899513 	 numero de thread:2
0.858723	 1.899604 	 numero de thread:2
0.858786	 1.899695 	 numero de thread:2
0.858849	 1.899786 	 numero de thread:2
0.858911	 1.899878 	 numero de thread:2
0.858974	 1.899969 	 numero de thread:2
0.859037	 1.900060 	 numero de thread:2
0.859100	 1.900151 	 numero de thread:2
0.859163	 1.900242 	 numero de thread:2
0.859226	 1.900334 	 numero de thread:2
0.859288	 1.900425 	 numero de thread:2
0.859351	 1.900516 	 numero de thread:2
0.859414	 1.900607 	 numero de thread:2
0.859477	 1.900699 	 numero de thread:2
0.859540	 1.900790 	 numero de thread:2
0.859603	 1.900881 	 numero de thread:2
0.859665	 1.900972 	 numero de thread:2
0.859728	 1.901064 	 numero de thread:2
0.859791	 1.901155 	 numero de thread:2
0.859854	 1.901246 	 numero de thread:2
0.859917	 1.901337 	 numero de thread:2
0.859980	 1.901429 	 numero de thread:2
0.860042	 1.901520 	 numero de thread:2
0.860105	 1.901611 	 numero de thread:2
0.860168	 1.901702 	 numero de thread:2
0.860231	 1.901794 	 numero de thread:2
0.860294	 1.901885 	 numero de thread:2
0.860357	 1.901976 	 numero de thread:2
0.860419	 1.902067 	 numero de thread:2
0.860482	 1.902159 	 numero de thread:2
0.860545	 1.902250 	 numero de thread:2
0.860608	 1.902341 	 numero de thread:2
0.860671	 1.902432 	 numero de thread:2
0.860734	 1.902524 	 numero de thread:2
0.860796	 1.902615 	 numero de thread:2
0.860859	 1.902706 	 numero de thread:2
0.860922	 1.902797 	 numero de thread:2
0.860985	 1.902889 	 numero de thread:2
0.861048	 1.902980 	 numero de thread:2
0.861111	 1.903071 	 numero de thread:2
0.861173	 1.903163 	 numero de thread:2
0.861236	 1.903254 	 numero de thread:2
0.861299	 1.903345 	 numero de thread:2
0.861362	 1.903436 	 numero de thread:2
0.861425	 1.903528 	 numero de thread:2
0.861488	 1.903619 	 numero de thread:2
0.861550	 1.903710 	 numero de thread:2
0.861613	 1.903801 	 numero de thread:2
0.861676	 1.903893 	 numero de thread:2
0.861739	 1.903984 	 numero de thread:2
0.861802	 1.904075 	 numero de thread:2
0.861865	 1.904166 	 numero de thread:2
0.861927	 1.904258 	 numero de thread:2
0.861990	 1.904349 	 numero de thread:2
0.862053	 1.904440 	 numero de thread:2
0.862116	 1.904532 	 numero de thread:2
0.862179	 1.904623 	 numero de thread:2
0.862242	 1.904714 	 numero de thread:2
0.862304	 1.904805 	 numero de thread:2
0.862367	 1.904897 	 numero de thread:2
0.862430	 1.904988 	 numero de thread:2
0.862493	 1.905079 	 numero de thread:2
0.862556	 1.905170 	 numero de thread:2
0.862619	 1.905262 	 numero de thread:2
0.862681	 1.905353 	 numero de thread:2
0.862744	 1.905444 	 numero de thread:2
0.862807	 1.905536 	 numero de thread:2
0.862870	 1.905627 	 numero de thread:2
0.862933	 1.905718 	 numero de thread:2
0.862996	 1.905809 	 numero de thread:2
0.863058	 1.905901 	 numero de thread:2
0.863121	 1.905992 	 numero de thread:2
0.863184	 1.906083 	 numero de thread:2
0.863247	 1.906175 	 numero de thread:2
0.863310	 1.906266 	 numero de thread:2
0.863372	 1.906357 	 numero de thread:2
0.863435	 1.906448 	 numero de thread:2
0.863498	 1.906540 	 numero de thread:2
0.863561	 1.906631 	 numero de thread:2
0.863624	 1.906722 	 numero de thread:2
0.863687	 1.906814 	 numero de thread:2
0.863749	 1.906905 	 numero de thread:2
0.863812	 1.906996 	 numero de thread:2
0.863875	 1.907088 	 numero de thread:2
0.863938	 1.907179 	 numero de thread:2
0.864001	 1.907270 	 numero de thread:2
0.864064	 1.907361 	 numero de thread:2
0.864126	 1.907453 	 numero de thread:2
0.864189	 1.907544 	 numero de thread:2
0.864252	 1.907635 	 numero de thread:2
0.864315	 1.907727 	 numero de thread:2
0.864378	 1.907818 	 numero de thread:2
0.864441	 1.907909 	 numero de thread:2
0.864503	 1.908000 	 numero de thread:2
0.864566	 1.908092 	 numero de thread:2
0.864629	 1.908183 	 numero de thread:2
0.864692	 1.908274 	 numero de thread:2
0.864755	 1.908366 	 numero de thread:2
0.864818	 1.908457 	 numero de thread:2
0.864880	 1.908548 	 numero de thread:2
0.864943	 1.908640 	 numero de thread:2
0.865006	 1.908731 	 numero de thread:2
0.865069	 1.908822 	 numero de thread:2
0.865132	 1.908914 	 numero de thread:2
0.865195	 1.909005 	 numero de thread:2
0.865257	 1.909096 	 numero de thread:2
0.865320	 1.909187 	 numero de thread:2
0.865383	 1.909279 	 numero de thread:2
0.865446	 1.909370 	 numero de thread:2
0.865509	 1.909461 	 numero de thread:2
0.865572	 1.909553 	 numero de thread:2
0.865634	 1.909644 	 numero de thread:2
0.865697	 1.909735 	 numero de thread:2
0.865760	 1.909827 	 numero de thread:2
0.865823	 1.909918 	 numero de thread:2
0.865886	 1.910009 	 numero de thread:2
0.865949	 1.910101 	 numero de thread:2
0.866011	 1.910192 	 numero de thread:2
0.866074	 1.910283 	 numero de thread:2
0.866137	 1.910375 	 numero de thread:2
0.866200	 1.910466 	 numero de thread:2
0.866263	 1.910557 	 numero de thread:2
0.866326	 1.910648 	 numero de thread:2
0.866388	 1.910740 	 numero de thread:2
0.866451	 1.910831 	 numero de thread:2
0.866514	 1.910922 	 numero de thread:2
0.866577	 1.911014 	 numero de thread:2
0.866640	 1.911105 	 numero de thread:2
0.866703	 1.911196 	 numero de thread:2
0.866765	 1.911288 	 numero de thread:2
0.866828	 1.911379 	 numero de thread:2
0.866891	 1.911470 	 numero de thread:2
0.866954	 1.911562 	 numero de thread:2
0.867017	 1.911653 	 numero de thread:2
0.867080	 1.911744 	 numero de thread:2
0.867142	 1.911836 	 numero de thread:2
0.867205	 1.911927 	 numero de thread:2
0.867268	 1.912018 	 numero de thread:2
0.867331	 1.912110 	 numero de thread:2
0.867394	 1.912201 	 numero de thread:2
0.867457	 1.912292 	 numero de thread:2
0.867519	 1.912384 	 numero de thread:2
0.867582	 1.912475 	 numero de thread:2
0.867645	 1.912566 	 numero de thread:2
0.867708	 1.912658 	 numero de thread:2
0.867771	 1.912749 	 numero de thread:2
0.867834	 1.912840 	 numero de thread:2
0.867896	 1.912932 	 numero de thread:2
0.867959	 1.913023 	 numero de thread:2
0.868022	 1.913114 	 numero de thread:2
0.868085	 1.913206 	 numero de thread:2
0.868148	 1.913297 	 numero de thread:2
0.868211	 1.913388 	 numero de thread:2
0.868273	 1.913480 	 numero de thread:2
0.868336	 1.913571 	 numero de thread:2
0.868399	 1.913662 	 numero de thread:2
0.868462	 1.913754 	 numero de thread:2
0.868525	 1.913845 	 numero de thread:2
0.868588	 1.913937 	 numero de thread:2
0.868650	 1.914028 	 numero de thread:2
0.868713	 1.914119 	 numero de thread:2
0.868776	 1.914211 	 numero de thread:2
0.868839	 1.914302 	 numero de thread:2
0.868902	 1.914393 	 numero de thread:2
0.868965	 1.914485 	 numero de thread:2
0.869027	 1.914576 	 numero de thread:2
0.869090	 1.914667 	 numero de thread:2
0.869153	 1.914759 	 numero de thread:2
0.869216	 1.914850 	 numero de thread:2
0.869279	 1.914941 	 numero de thread:2
0.869342	 1.915033 	 numero de thread:2
0.869404	 1.915124 	 numero de thread:2
0.869467	 1.915215 	 numero de thread:2
0.869530	 1.915307 	 numero de thread:2
0.869593	 1.915398 	 numero de thread:2
0.869656	 1.915489 	 numero de thread:2
0.869719	 1.915581 	 numero de thread:2
0.869781	 1.915672 	 numero de thread:2
0.869844	 1.915764 	 numero de thread:2
0.869907	 1.915855 	 numero de thread:2
0.869970	 1.915946 	 numero de thread:2
0.870033	 1.916038 	 numero de thread:2
0.870096	 1.916129 	 numero de thread:2
0.870158	 1.916220 	 numero de thread:2
0.870221	 1.916312 	 numero de thread:2
0.870284	 1.916403 	 numero de thread:2
0.870347	 1.916494 	 numero de thread:2
0.870410	 1.916586 	 numero de thread:2
0.870472	 1.916677 	 numero de thread:2
0.870535	 1.916769 	 numero de thread:2
0.870598	 1.916860 	 numero de thread:2
0.870661	 1.916951 	 numero de thread:2
0.870724	 1.917043 	 numero de thread:2
0.870787	 1.917134 	 numero de thread:2
0.870849	 1.917225 	 numero de thread:2
0.870912	 1.917317 	 numero de thread:2
0.870975	 1.917408 	 numero de thread:2
0.871038	 1.917500 	 numero de thread:2
0.871101	 1.917591 	 numero de thread:2
0.871164	 1.917682 	 numero de thread:2
0.871226	 1.917774 	 numero de thread:2
0.871289	 1.917865 	 numero de thread:2
0.871352	 1.917956 	 numero de thread:2
0.871415	 1.918048 	 numero de thread:2
0.871478	 1.918139 	 numero de thread:2
0.871541	 1.918231 	 numero de thread:2
0.871603	 1.918322 	 numero de thread:2
0.871666	 1.918413 	 numero de thread:2
0.871729	 1.918505 	 numero de thread:2
0.871792	 1.918596 	 numero de thread:2
0.871855	 1.918687 	 numero de thread:2
0.871918	 1.918779 	 numero de thread:2
0.871980	 1.918870 	 numero de thread:2
0.872043	 1.918962 	 numero de thread:2
0.872106	 1.919053 	 numero de thread:2
0.872169	 1.919144 	 numero de thread:2
0.872232	 1.919236 	 numero de thread:2
0.872295	 1.919327 	 numero de thread:2
0.872357	 1.919419 	 numero de thread:2
0.872420	 1.919510 	 numero de thread:2
0.872483	 1.919601 	 numero de thread:2
0.872546	 1.919693 	 numero de thread:2
0.872609	 1.919784 	 numero de thread:2
0.872672	 1.919875 	 numero de thread:2
0.872734	 1.919967 	 numero de thread:2
0.872797	 1.920058 	 numero de thread:2
0.872860	 1.920150 	 numero de thread:2
0.872923	 1.920241 	 numero de thread:2
0.872986	 1.920332 	 numero de thread:2
0.873049	 1.920424 	 numero de thread:2
0.873111	 1.920515 	 numero de thread:2
0.873174	 1.920607 	 numero de thread:2
0.873237	 1.920698 	 numero de thread:2
0.873300	 1.920789 	 numero de thread:2
0.873363	 1.920881 	 numero de thread:2
0.873426	 1.920972 	 numero de thread:2
0.873488	 1.921064 	 numero de thread:2
0.873551	 1.921155 	 numero de thread:2
0.873614	 1.921246 	 numero de thread:2
0.873677	 1.921338 	 numero de thread:2
0.873740	 1.921429 	 numero de thread:2
0.873803	 1.921521 	 numero de thread:2
0.873865	 1.921612 	 numero de thread:2
0.873928	 1.921703 	 numero de thread:2
0.873991	 1.921795 	 numero de thread:2
0.874054	 1.921886 	 numero de thread:2
0.874117	 1.921978 	 numero de thread:2
0.874180	 1.922069 	 numero de thread:2
0.874242	 1.922161 	 numero de thread:2
0.874305	 1.922252 	 numero de thread:2
0.874368	 1.922343 	 numero de thread:2
0.874431	 1.922435 	 numero de thread:2
0.874494	 1.922526 	 numero de thread:2
0.874557	 1.922618 	 numero de thread:2
0.874619	 1.922709 	 numero de thread:2
0.874682	 1.922800 	 numero de thread:2
0.874745	 1.922892 	 numero de thread:2
0.874808	 1.922983 	 numero de thread:2
0.874871	 1.923075 	 numero de thread:2
0.874934	 1.923166 	 numero de thread:2
0.874996	 1.923257 	 numero de thread:2
0.875059	 1.923349 	 numero de thread:2
0.875122	 1.923440 	 numero de thread:2
0.875185	 1.923532 	 numero de thread:2
0.875248	 1.923623 	 numero de thread:2
0.875311	 1.923715 	 numero de thread:2
0.875373	 1.923806 	 numero de thread:2
0.875436	 1.923897 	 numero de thread:2
0.875499	 1.923989 	 numero de thread:2
0.875562	 1.924080 	 numero de thread:2
0.875625	 1.924172 	 numero de thread:2
0.875688	 1.924263 	 numero de thread:2
0.875750	 1.924355 	 numero de thread:2
0.875813	 1.924446 	 numero de thread:2
0.875876	 1.924537 	 numero de thread:2
0.875939	 1.924629 	 numero de thread:2
0.876002	 1.924720 	 numero de thread:2
0.876065	 1.924812 	 numero de thread:2
0.876127	 1.924903 	 numero de thread:2
0.876190	 1.924995 	 numero de thread:2
0.876253	 1.925086 	 numero de thread:2
0.876316	 1.925177 	 numero de thread:2
0.876379	 1.925269 	 numero de thread:2
0.876442	 1.925360 	 numero de thread:2
0.876504	 1.925452 	 numero de thread:2
0.876567	 1.925543 	 numero de thread:2
