Datos que encuentra el metodo de Runge Kutta(variable ind.	 variable dep.	 numero de thread)
1.183375	 2.379021 	 numero de thread:2
1.183438	 2.379115 	 numero de thread:2
1.183501	 2.379209 	 numero de thread:2
1.183564	 2.379303 	 numero de thread:2
1.183626	 2.379397 	 numero de thread:2
1.183689	 2.379491 	 numero de thread:2
1.183752	 2.379585 	 numero de thread:2
1.183815	 2.379679 	 numero de thread:2
1.183878	 2.379773 	 numero de thread:2
1.183941	 2.379867 	 numero de thread:2
1.184003	 2.379961 	 numero de thread:2
1.184066	 2.380056 	 numero de thread:2
1.184129	 2.380150 	 numero de thread:2
1.184192	 2.380244 	 numero de thread:2
1.184255	 2.380338 	 numero de thread:2
1.184318	 2.380432 	 numero de thread:2
1.184380	 2.380526 	 numero de thread:2
1.184443	 2.380620 	 numero de thread:2
1.184506	 2.380714 	 numero de thread:2
1.184569	 2.380808 	 numero de thread:2
1.184632	 2.380902 	 numero de thread:2
1.184695	 2.380996 	 numero de thread:2
1.184757	 2.381091 	 numero de thread:2
1.184820	 2.381185 	 numero de thread:2
1.184883	 2.381279 	 numero de thread:2
1.184946	 2.381373 	 numero de thread:2
1.185009	 2.381467 	 numero de thread:2
1.185072	 2.381561 	 numero de thread:2
1.185134	 2.381655 	 numero de thread:2
1.185197	 2.381749 	 numero de thread:2
1.185260	 2.381843 	 numero de thread:2
1.185323	 2.381937 	 numero de thread:2
1.185386	 2.382032 	 numero de thread:2
1.185449	 2.382126 	 numero de thread:2
1.185511	 2.382220 	 numero de thread:2
1.185574	 2.382314 	 numero de thread:2
1.185637	 2.382408 	 numero de thread:2
1.185700	 2.382502 	 numero de thread:2
1.185763	 2.382596 	 numero de thread:2
1.185826	 2.382690 	 numero de thread:2
1.185888	 2.382784 	 numero de thread:2
1.185951	 2.382878 	 numero de thread:2
1.186014	 2.382973 	 numero de thread:2
1.186077	 2.383067 	 numero de thread:2
1.186140	 2.383161 	 numero de thread:2
1.186203	 2.383255 	 numero de thread:2
1.186265	 2.383349 	 numero de thread:2
1.186328	 2.383443 	 numero de thread:2
1.186391	 2.383537 	 numero de thread:2
1.186454	 2.383631 	 numero de thread:2
1.186517	 2.383725 	 numero de thread:2
1.186580	 2.383820 	 numero de thread:2
1.186642	 2.383914 	 numero de thread:2
1.186705	 2.384008 	 numero de thread:2
1.186768	 2.384102 	 numero de thread:2
1.186831	 2.384196 	 numero de thread:2
1.186894	 2.384290 	 numero de thread:2
1.186957	 2.384384 	 numero de thread:2
1.187019	 2.384478 	 numero de thread:2
1.187082	 2.384572 	 numero de thread:2
1.187145	 2.384666 	 numero de thread:2
1.187208	 2.384761 	 numero de thread:2
1.187271	 2.384855 	 numero de thread:2
1.187334	 2.384949 	 numero de thread:2
1.187396	 2.385043 	 numero de thread:2
1.187459	 2.385137 	 numero de thread:2
1.187522	 2.385231 	 numero de thread:2
1.187585	 2.385325 	 numero de thread:2
1.187648	 2.385419 	 numero de thread:2
1.187711	 2.385514 	 numero de thread:2
1.187773	 2.385608 	 numero de thread:2
1.187836	 2.385702 	 numero de thread:2
1.187899	 2.385796 	 numero de thread:2
1.187962	 2.385890 	 numero de thread:2
1.188025	 2.385984 	 numero de thread:2
1.188088	 2.386078 	 numero de thread:2
1.188150	 2.386172 	 numero de thread:2
1.188213	 2.386266 	 numero de thread:2
1.188276	 2.386361 	 numero de thread:2
1.188339	 2.386455 	 numero de thread:2
1.188402	 2.386549 	 numero de thread:2
1.188465	 2.386643 	 numero de thread:2
1.188527	 2.386737 	 numero de thread:2
1.188590	 2.386831 	 numero de thread:2
1.188653	 2.386925 	 numero de thread:2
1.188716	 2.387019 	 numero de thread:2
1.188779	 2.387114 	 numero de thread:2
1.188841	 2.387208 	 numero de thread:2
1.188904	 2.387302 	 numero de thread:2
1.188967	 2.387396 	 numero de thread:2
1.189030	 2.387490 	 numero de thread:2
1.189093	 2.387584 	 numero de thread:2
1.189156	 2.387678 	 numero de thread:2
1.189218	 2.387772 	 numero de thread:2
1.189281	 2.387867 	 numero de thread:2
1.189344	 2.387961 	 numero de thread:2
1.189407	 2.388055 	 numero de thread:2
1.189470	 2.388149 	 numero de thread:2
1.189533	 2.388243 	 numero de thread:2
1.189595	 2.388337 	 numero de thread:2
1.189658	 2.388431 	 numero de thread:2
1.189721	 2.388525 	 numero de thread:2
1.189784	 2.388620 	 numero de thread:2
1.189847	 2.388714 	 numero de thread:2
1.189910	 2.388808 	 numero de thread:2
1.189972	 2.388902 	 numero de thread:2
1.190035	 2.388996 	 numero de thread:2
1.190098	 2.389090 	 numero de thread:2
1.190161	 2.389184 	 numero de thread:2
1.190224	 2.389278 	 numero de thread:2
1.190287	 2.389373 	 numero de thread:2
1.190349	 2.389467 	 numero de thread:2
1.190412	 2.389561 	 numero de thread:2
1.190475	 2.389655 	 numero de thread:2
1.190538	 2.389749 	 numero de thread:2
1.190601	 2.389843 	 numero de thread:2
1.190664	 2.389937 	 numero de thread:2
1.190726	 2.390032 	 numero de thread:2
1.190789	 2.390126 	 numero de thread:2
1.190852	 2.390220 	 numero de thread:2
1.190915	 2.390314 	 numero de thread:2
1.190978	 2.390408 	 numero de thread:2
1.191041	 2.390502 	 numero de thread:2
1.191103	 2.390596 	 numero de thread:2
1.191166	 2.390690 	 numero de thread:2
1.191229	 2.390785 	 numero de thread:2
1.191292	 2.390879 	 numero de thread:2
1.191355	 2.390973 	 numero de thread:2
1.191418	 2.391067 	 numero de thread:2
1.191480	 2.391161 	 numero de thread:2
1.191543	 2.391255 	 numero de thread:2
1.191606	 2.391349 	 numero de thread:2
1.191669	 2.391444 	 numero de thread:2
1.191732	 2.391538 	 numero de thread:2
1.191795	 2.391632 	 numero de thread:2
1.191857	 2.391726 	 numero de thread:2
1.191920	 2.391820 	 numero de thread:2
1.191983	 2.391914 	 numero de thread:2
1.192046	 2.392008 	 numero de thread:2
1.192109	 2.392103 	 numero de thread:2
1.192172	 2.392197 	 numero de thread:2
1.192234	 2.392291 	 numero de thread:2
1.192297	 2.392385 	 numero de thread:2
1.192360	 2.392479 	 numero de thread:2
1.192423	 2.392573 	 numero de thread:2
1.192486	 2.392667 	 numero de thread:2
1.192549	 2.392762 	 numero de thread:2
1.192611	 2.392856 	 numero de thread:2
1.192674	 2.392950 	 numero de thread:2
1.192737	 2.393044 	 numero de thread:2
1.192800	 2.393138 	 numero de thread:2
1.192863	 2.393232 	 numero de thread:2
1.192926	 2.393326 	 numero de thread:2
1.192988	 2.393421 	 numero de thread:2
1.193051	 2.393515 	 numero de thread:2
1.193114	 2.393609 	 numero de thread:2
1.193177	 2.393703 	 numero de thread:2
1.193240	 2.393797 	 numero de thread:2
1.193303	 2.393891 	 numero de thread:2
1.193365	 2.393986 	 numero de thread:2
1.193428	 2.394080 	 numero de thread:2
1.193491	 2.394174 	 numero de thread:2
1.193554	 2.394268 	 numero de thread:2
1.193617	 2.394362 	 numero de thread:2
1.193680	 2.394456 	 numero de thread:2
1.193742	 2.394550 	 numero de thread:2
1.193805	 2.394645 	 numero de thread:2
1.193868	 2.394739 	 numero de thread:2
1.193931	 2.394833 	 numero de thread:2
1.193994	 2.394927 	 numero de thread:2
1.194057	 2.395021 	 numero de thread:2
1.194119	 2.395115 	 numero de thread:2
1.194182	 2.395210 	 numero de thread:2
1.194245	 2.395304 	 numero de thread:2
1.194308	 2.395398 	 numero de thread:2
1.194371	 2.395492 	 numero de thread:2
1.194434	 2.395586 	 numero de thread:2
1.194496	 2.395680 	 numero de thread:2
1.194559	 2.395775 	 numero de thread:2
1.194622	 2.395869 	 numero de thread:2
1.194685	 2.395963 	 numero de thread:2
1.194748	 2.396057 	 numero de thread:2
1.194811	 2.396151 	 numero de thread:2
1.194873	 2.396245 	 numero de thread:2
1.194936	 2.396339 	 numero de thread:2
1.194999	 2.396434 	 numero de thread:2
1.195062	 2.396528 	 numero de thread:2
1.195125	 2.396622 	 numero de thread:2
1.195188	 2.396716 	 numero de thread:2
1.195250	 2.396810 	 numero de thread:2
1.195313	 2.396904 	 numero de thread:2
1.195376	 2.396999 	 numero de thread:2
1.195439	 2.397093 	 numero de thread:2
1.195502	 2.397187 	 numero de thread:2
1.195565	 2.397281 	 numero de thread:2
1.195627	 2.397375 	 numero de thread:2
1.195690	 2.397469 	 numero de thread:2
1.195753	 2.397564 	 numero de thread:2
1.195816	 2.397658 	 numero de thread:2
1.195879	 2.397752 	 numero de thread:2
1.195941	 2.397846 	 numero de thread:2
1.196004	 2.397940 	 numero de thread:2
1.196067	 2.398034 	 numero de thread:2
1.196130	 2.398129 	 numero de thread:2
1.196193	 2.398223 	 numero de thread:2
1.196256	 2.398317 	 numero de thread:2
1.196318	 2.398411 	 numero de thread:2
1.196381	 2.398505 	 numero de thread:2
1.196444	 2.398600 	 numero de thread:2
1.196507	 2.398694 	 numero de thread:2
1.196570	 2.398788 	 numero de thread:2
1.196633	 2.398882 	 numero de thread:2
1.196695	 2.398976 	 numero de thread:2
1.196758	 2.399070 	 numero de thread:2
1.196821	 2.399165 	 numero de thread:2
1.196884	 2.399259 	 numero de thread:2
1.196947	 2.399353 	 numero de thread:2
1.197010	 2.399447 	 numero de thread:2
1.197072	 2.399541 	 numero de thread:2
1.197135	 2.399635 	 numero de thread:2
1.197198	 2.399730 	 numero de thread:2
1.197261	 2.399824 	 numero de thread:2
1.197324	 2.399918 	 numero de thread:2
1.197387	 2.400012 	 numero de thread:2
1.197449	 2.400106 	 numero de thread:2
1.197512	 2.400201 	 numero de thread:2
1.197575	 2.400295 	 numero de thread:2
1.197638	 2.400389 	 numero de thread:2
1.197701	 2.400483 	 numero de thread:2
1.197764	 2.400577 	 numero de thread:2
1.197826	 2.400671 	 numero de thread:2
1.197889	 2.400766 	 numero de thread:2
1.197952	 2.400860 	 numero de thread:2
1.198015	 2.400954 	 numero de thread:2
1.198078	 2.401048 	 numero de thread:2
1.198141	 2.401142 	 numero de thread:2
1.198203	 2.401237 	 numero de thread:2
1.198266	 2.401331 	 numero de thread:2
1.198329	 2.401425 	 numero de thread:2
1.198392	 2.401519 	 numero de thread:2
1.198455	 2.401613 	 numero de thread:2
1.198518	 2.401707 	 numero de thread:2
1.198580	 2.401802 	 numero de thread:2
1.198643	 2.401896 	 numero de thread:2
1.198706	 2.401990 	 numero de thread:2
1.198769	 2.402084 	 numero de thread:2
1.198832	 2.402178 	 numero de thread:2
1.198895	 2.402273 	 numero de thread:2
1.198957	 2.402367 	 numero de thread:2
1.199020	 2.402461 	 numero de thread:2
1.199083	 2.402555 	 numero de thread:2
1.199146	 2.402649 	 numero de thread:2
1.199209	 2.402744 	 numero de thread:2
1.199272	 2.402838 	 numero de thread:2
1.199334	 2.402932 	 numero de thread:2
1.199397	 2.403026 	 numero de thread:2
1.199460	 2.403120 	 numero de thread:2
1.199523	 2.403215 	 numero de thread:2
1.199586	 2.403309 	 numero de thread:2
1.199649	 2.403403 	 numero de thread:2
1.199711	 2.403497 	 numero de thread:2
1.199774	 2.403591 	 numero de thread:2
1.199837	 2.403685 	 numero de thread:2
1.199900	 2.403780 	 numero de thread:2
1.199963	 2.403874 	 numero de thread:2
1.200026	 2.403968 	 numero de thread:2
1.200088	 2.404062 	 numero de thread:2
1.200151	 2.404156 	 numero de thread:2
1.200214	 2.404251 	 numero de thread:2
1.200277	 2.404345 	 numero de thread:2
1.200340	 2.404439 	 numero de thread:2
1.200403	 2.404533 	 numero de thread:2
1.200465	 2.404627 	 numero de thread:2
1.200528	 2.404722 	 numero de thread:2
1.200591	 2.404816 	 numero de thread:2
1.200654	 2.404910 	 numero de thread:2
1.200717	 2.405004 	 numero de thread:2
1.200780	 2.405098 	 numero de thread:2
1.200842	 2.405193 	 numero de thread:2
1.200905	 2.405287 	 numero de thread:2
1.200968	 2.405381 	 numero de thread:2
1.201031	 2.405475 	 numero de thread:2
1.201094	 2.405569 	 numero de thread:2
1.201157	 2.405664 	 numero de thread:2
1.201219	 2.405758 	 numero de thread:2
1.201282	 2.405852 	 numero de thread:2
1.201345	 2.405946 	 numero de thread:2
1.201408	 2.406040 	 numero de thread:2
1.201471	 2.406135 	 numero de thread:2
1.201534	 2.406229 	 numero de thread:2
1.201596	 2.406323 	 numero de thread:2
1.201659	 2.406417 	 numero de thread:2
1.201722	 2.406512 	 numero de thread:2
1.201785	 2.406606 	 numero de thread:2
1.201848	 2.406700 	 numero de thread:2
1.201911	 2.406794 	 numero de thread:2
1.201973	 2.406888 	 numero de thread:2
1.202036	 2.406983 	 numero de thread:2
1.202099	 2.407077 	 numero de thread:2
1.202162	 2.407171 	 numero de thread:2
1.202225	 2.407265 	 numero de thread:2
1.202288	 2.407359 	 numero de thread:2
1.202350	 2.407454 	 numero de thread:2
1.202413	 2.407548 	 numero de thread:2
1.202476	 2.407642 	 numero de thread:2
1.202539	 2.407736 	 numero de thread:2
1.202602	 2.407830 	 numero de thread:2
1.202664	 2.407925 	 numero de thread:2
1.202727	 2.408019 	 numero de thread:2
1.202790	 2.408113 	 numero de thread:2
1.202853	 2.408207 	 numero de thread:2
1.202916	 2.408302 	 numero de thread:2
1.202979	 2.408396 	 numero de thread:2
1.203041	 2.408490 	 numero de thread:2
1.203104	 2.408584 	 numero de thread:2
1.203167	 2.408678 	 numero de thread:2
1.203230	 2.408773 	 numero de thread:2
1.203293	 2.408867 	 numero de thread:2
1.203356	 2.408961 	 numero de thread:2
1.203418	 2.409055 	 numero de thread:2
1.203481	 2.409149 	 numero de thread:2
1.203544	 2.409244 	 numero de thread:2
1.203607	 2.409338 	 numero de thread:2
1.203670	 2.409432 	 numero de thread:2
1.203733	 2.409526 	 numero de thread:2
1.203795	 2.409621 	 numero de thread:2
1.203858	 2.409715 	 numero de thread:2
1.203921	 2.409809 	 numero de thread:2
1.203984	 2.409903 	 numero de thread:2
1.204047	 2.409997 	 numero de thread:2
1.204110	 2.410092 	 numero de thread:2
1.204172	 2.410186 	 numero de thread:2
1.204235	 2.410280 	 numero de thread:2
1.204298	 2.410374 	 numero de thread:2
1.204361	 2.410469 	 numero de thread:2
1.204424	 2.410563 	 numero de thread:2
1.204487	 2.410657 	 numero de thread:2
1.204549	 2.410751 	 numero de thread:2
1.204612	 2.410846 	 numero de thread:2
1.204675	 2.410940 	 numero de thread:2
1.204738	 2.411034 	 numero de thread:2
1.204801	 2.411128 	 numero de thread:2
1.204864	 2.411222 	 numero de thread:2
1.204926	 2.411317 	 numero de thread:2
1.204989	 2.411411 	 numero de thread:2
1.205052	 2.411505 	 numero de thread:2
1.205115	 2.411599 	 numero de thread:2
1.205178	 2.411694 	 numero de thread:2
1.205241	 2.411788 	 numero de thread:2
1.205303	 2.411882 	 numero de thread:2
1.205366	 2.411976 	 numero de thread:2
1.205429	 2.412070 	 numero de thread:2
1.205492	 2.412165 	 numero de thread:2
1.205555	 2.412259 	 numero de thread:2
1.205618	 2.412353 	 numero de thread:2
1.205680	 2.412447 	 numero de thread:2
1.205743	 2.412542 	 numero de thread:2
1.205806	 2.412636 	 numero de thread:2
1.205869	 2.412730 	 numero de thread:2
1.205932	 2.412824 	 numero de thread:2
1.205995	 2.412919 	 numero de thread:2
1.206057	 2.413013 	 numero de thread:2
1.206120	 2.413107 	 numero de thread:2
1.206183	 2.413201 	 numero de thread:2
1.206246	 2.413296 	 numero de thread:2
1.206309	 2.413390 	 numero de thread:2
1.206372	 2.413484 	 numero de thread:2
1.206434	 2.413578 	 numero de thread:2
1.206497	 2.413672 	 numero de thread:2
1.206560	 2.413767 	 numero de thread:2
1.206623	 2.413861 	 numero de thread:2
1.206686	 2.413955 	 numero de thread:2
1.206749	 2.414049 	 numero de thread:2
1.206811	 2.414144 	 numero de thread:2
1.206874	 2.414238 	 numero de thread:2
1.206937	 2.414332 	 numero de thread:2
1.207000	 2.414426 	 numero de thread:2
1.207063	 2.414521 	 numero de thread:2
1.207126	 2.414615 	 numero de thread:2
1.207188	 2.414709 	 numero de thread:2
1.207251	 2.414803 	 numero de thread:2
1.207314	 2.414898 	 numero de thread:2
1.207377	 2.414992 	 numero de thread:2
1.207440	 2.415086 	 numero de thread:2
1.207503	 2.415180 	 numero de thread:2
1.207565	 2.415275 	 numero de thread:2
1.207628	 2.415369 	 numero de thread:2
1.207691	 2.415463 	 numero de thread:2
1.207754	 2.415557 	 numero de thread:2
1.207817	 2.415652 	 numero de thread:2
1.207880	 2.415746 	 numero de thread:2
1.207942	 2.415840 	 numero de thread:2
1.208005	 2.415934 	 numero de thread:2
1.208068	 2.416029 	 numero de thread:2
1.208131	 2.416123 	 numero de thread:2
1.208194	 2.416217 	 numero de thread:2
1.208257	 2.416311 	 numero de thread:2
1.208319	 2.416406 	 numero de thread:2
1.208382	 2.416500 	 numero de thread:2
1.208445	 2.416594 	 numero de thread:2
1.208508	 2.416688 	 numero de thread:2
1.208571	 2.416783 	 numero de thread:2
1.208634	 2.416877 	 numero de thread:2
1.208696	 2.416971 	 numero de thread:2
1.208759	 2.417065 	 numero de thread:2
1.208822	 2.417160 	 numero de thread:2
1.208885	 2.417254 	 numero de thread:2
1.208948	 2.417348 	 numero de thread:2
1.209011	 2.417442 	 numero de thread:2
1.209073	 2.417537 	 numero de thread:2
1.209136	 2.417631 	 numero de thread:2
1.209199	 2.417725 	 numero de thread:2
1.209262	 2.417819 	 numero de thread:2
1.209325	 2.417914 	 numero de thread:2
1.209388	 2.418008 	 numero de thread:2
1.209450	 2.418102 	 numero de thread:2
1.209513	 2.418196 	 numero de thread:2
1.209576	 2.418291 	 numero de thread:2
1.209639	 2.418385 	 numero de thread:2
1.209702	 2.418479 	 numero de thread:2
1.209764	 2.418573 	 numero de thread:2
1.209827	 2.418668 	 numero de thread:2
1.209890	 2.418762 	 numero de thread:2
1.209953	 2.418856 	 numero de thread:2
1.210016	 2.418951 	 numero de thread:2
1.210079	 2.419045 	 numero de thread:2
1.210141	 2.419139 	 numero de thread:2
1.210204	 2.419233 	 numero de thread:2
1.210267	 2.419328 	 numero de thread:2
1.210330	 2.419422 	 numero de thread:2
1.210393	 2.419516 	 numero de thread:2
1.210456	 2.419610 	 numero de thread:2
1.210518	 2.419705 	 numero de thread:2
1.210581	 2.419799 	 numero de thread:2
1.210644	 2.419893 	 numero de thread:2
1.210707	 2.419987 	 numero de thread:2
1.210770	 2.420082 	 numero de thread:2
1.210833	 2.420176 	 numero de thread:2
1.210895	 2.420270 	 numero de thread:2
1.210958	 2.420364 	 numero de thread:2
1.211021	 2.420459 	 numero de thread:2
1.211084	 2.420553 	 numero de thread:2
1.211147	 2.420647 	 numero de thread:2
1.211210	 2.420742 	 numero de thread:2
1.211272	 2.420836 	 numero de thread:2
1.211335	 2.420930 	 numero de thread:2
1.211398	 2.421024 	 numero de thread:2
1.211461	 2.421119 	 numero de thread:2
1.211524	 2.421213 	 numero de thread:2
1.211587	 2.421307 	 numero de thread:2
1.211649	 2.421401 	 numero de thread:2
1.211712	 2.421496 	 numero de thread:2
1.211775	 2.421590 	 numero de thread:2
1.211838	 2.421684 	 numero de thread:2
1.211901	 2.421779 	 numero de thread:2
1.211964	 2.421873 	 numero de thread:2
1.212026	 2.421967 	 numero de thread:2
1.212089	 2.422061 	 numero de thread:2
1.212152	 2.422156 	 numero de thread:2
1.212215	 2.422250 	 numero de thread:2
1.212278	 2.422344 	 numero de thread:2
1.212341	 2.422438 	 numero de thread:2
1.212403	 2.422533 	 numero de thread:2
1.212466	 2.422627 	 numero de thread:2
1.212529	 2.422721 	 numero de thread:2
1.212592	 2.422816 	 numero de thread:2
1.212655	 2.422910 	 numero de thread:2
1.212718	 2.423004 	 numero de thread:2
1.212780	 2.423098 	 numero de thread:2
1.212843	 2.423193 	 numero de thread:2
1.212906	 2.423287 	 numero de thread:2
1.212969	 2.423381 	 numero de thread:2
1.213032	 2.423476 	 numero de thread:2
1.213095	 2.423570 	 numero de thread:2
1.213157	 2.423664 	 numero de thread:2
1.213220	 2.423758 	 numero de thread:2
1.213283	 2.423853 	 numero de thread:2
1.213346	 2.423947 	 numero de thread:2
1.213409	 2.424041 	 numero de thread:2
1.213472	 2.424136 	 numero de thread:2
1.213534	 2.424230 	 numero de thread:2
1.213597	 2.424324 	 numero de thread:2
1.213660	 2.424418 	 numero de thread:2
1.213723	 2.424513 	 numero de thread:2
1.213786	 2.424607 	 numero de thread:2
1.213849	 2.424701 	 numero de thread:2
1.213911	 2.424796 	 numero de thread:2
1.213974	 2.424890 	 numero de thread:2
1.214037	 2.424984 	 numero de thread:2
1.214100	 2.425078 	 numero de thread:2
1.214163	 2.425173 	 numero de thread:2
1.214226	 2.425267 	 numero de thread:2
1.214288	 2.425361 	 numero de thread:2
1.214351	 2.425456 	 numero de thread:2
1.214414	 2.425550 	 numero de thread:2
1.214477	 2.425644 	 numero de thread:2
1.214540	 2.425738 	 numero de thread:2
1.214603	 2.425833 	 numero de thread:2
1.214665	 2.425927 	 numero de thread:2
1.214728	 2.426021 	 numero de thread:2
1.214791	 2.426116 	 numero de thread:2
1.214854	 2.426210 	 numero de thread:2
1.214917	 2.426304 	 numero de thread:2
1.214980	 2.426398 	 numero de thread:2
1.215042	 2.426493 	 numero de thread:2
1.215105	 2.426587 	 numero de thread:2
1.215168	 2.426681 	 numero de thread:2
1.215231	 2.426776 	 numero de thread:2
1.215294	 2.426870 	 numero de thread:2
1.215357	 2.426964 	 numero de thread:2
1.215419	 2.427059 	 numero de thread:2
1.215482	 2.427153 	 numero de thread:2
1.215545	 2.427247 	 numero de thread:2
1.215608	 2.427341 	 numero de thread:2
1.215671	 2.427436 	 numero de thread:2
1.215734	 2.427530 	 numero de thread:2
1.215796	 2.427624 	 numero de thread:2
1.215859	 2.427719 	 numero de thread:2
1.215922	 2.427813 	 numero de thread:2
1.215985	 2.427907 	 numero de thread:2
1.216048	 2.428002 	 numero de thread:2
1.216111	 2.428096 	 numero de thread:2
1.216173	 2.428190 	 numero de thread:2
1.216236	 2.428284 	 numero de thread:2
1.216299	 2.428379 	 numero de thread:2
1.216362	 2.428473 	 numero de thread:2
1.216425	 2.428567 	 numero de thread:2
1.216488	 2.428662 	 numero de thread:2
1.216550	 2.428756 	 numero de thread:2
1.216613	 2.428850 	 numero de thread:2
1.216676	 2.428945 	 numero de thread:2
1.216739	 2.429039 	 numero de thread:2
1.216802	 2.429133 	 numero de thread:2
1.216864	 2.429227 	 numero de thread:2
1.216927	 2.429322 	 numero de thread:2
1.216990	 2.429416 	 numero de thread:2
1.217053	 2.429510 	 numero de thread:2
1.217116	 2.429605 	 numero de thread:2
1.217179	 2.429699 	 numero de thread:2
1.217241	 2.429793 	 numero de thread:2
1.217304	 2.429888 	 numero de thread:2
1.217367	 2.429982 	 numero de thread:2
1.217430	 2.430076 	 numero de thread:2
1.217493	 2.430171 	 numero de thread:2
1.217556	 2.430265 	 numero de thread:2
1.217618	 2.430359 	 numero de thread:2
1.217681	 2.430453 	 numero de thread:2
1.217744	 2.430548 	 numero de thread:2
1.217807	 2.430642 	 numero de thread:2
1.217870	 2.430736 	 numero de thread:2
1.217933	 2.430831 	 numero de thread:2
1.217995	 2.430925 	 numero de thread:2
1.218058	 2.431019 	 numero de thread:2
1.218121	 2.431114 	 numero de thread:2
1.218184	 2.431208 	 numero de thread:2
1.218247	 2.431302 	 numero de thread:2
1.218310	 2.431397 	 numero de thread:2
1.218372	 2.431491 	 numero de thread:2
1.218435	 2.431585 	 numero de thread:2
1.218498	 2.431680 	 numero de thread:2
1.218561	 2.431774 	 numero de thread:2
1.218624	 2.431868 	 numero de thread:2
1.218687	 2.431963 	 numero de thread:2
1.218749	 2.432057 	 numero de thread:2
1.218812	 2.432151 	 numero de thread:2
1.218875	 2.432245 	 numero de thread:2
1.218938	 2.432340 	 numero de thread:2
1.219001	 2.432434 	 numero de thread:2
1.219064	 2.432528 	 numero de thread:2
1.219126	 2.432623 	 numero de thread:2
1.219189	 2.432717 	 numero de thread:2
1.219252	 2.432811 	 numero de thread:2
1.219315	 2.432906 	 numero de thread:2
1.219378	 2.433000 	 numero de thread:2
1.219441	 2.433094 	 numero de thread:2
1.219503	 2.433189 	 numero de thread:2
1.219566	 2.433283 	 numero de thread:2
1.219629	 2.433377 	 numero de thread:2
1.219692	 2.433472 	 numero de thread:2
1.219755	 2.433566 	 numero de thread:2
1.219818	 2.433660 	 numero de thread:2
1.219880	 2.433755 	 numero de thread:2
1.219943	 2.433849 	 numero de thread:2
1.220006	 2.433943 	 numero de thread:2
1.220069	 2.434038 	 numero de thread:2
1.220132	 2.434132 	 numero de thread:2
1.220195	 2.434226 	 numero de thread:2
1.220257	 2.434321 	 numero de thread:2
1.220320	 2.434415 	 numero de thread:2
1.220383	 2.434509 	 numero de thread:2
1.220446	 2.434604 	 numero de thread:2
1.220509	 2.434698 	 numero de thread:2
1.220572	 2.434792 	 numero de thread:2
1.220634	 2.434887 	 numero de thread:2
1.220697	 2.434981 	 numero de thread:2
1.220760	 2.435075 	 numero de thread:2
1.220823	 2.435170 	 numero de thread:2
1.220886	 2.435264 	 numero de thread:2
1.220949	 2.435358 	 numero de thread:2
1.221011	 2.435453 	 numero de thread:2
1.221074	 2.435547 	 numero de thread:2
1.221137	 2.435641 	 numero de thread:2
1.221200	 2.435736 	 numero de thread:2
1.221263	 2.435830 	 numero de thread:2
1.221326	 2.435924 	 numero de thread:2
1.221388	 2.436019 	 numero de thread:2
1.221451	 2.436113 	 numero de thread:2
1.221514	 2.436207 	 numero de thread:2
1.221577	 2.436302 	 numero de thread:2
1.221640	 2.436396 	 numero de thread:2
1.221703	 2.436490 	 numero de thread:2
1.221765	 2.436585 	 numero de thread:2
1.221828	 2.436679 	 numero de thread:2
1.221891	 2.436773 	 numero de thread:2
1.221954	 2.436868 	 numero de thread:2
1.222017	 2.436962 	 numero de thread:2
1.222080	 2.437056 	 numero de thread:2
1.222142	 2.437151 	 numero de thread:2
1.222205	 2.437245 	 numero de thread:2
1.222268	 2.437339 	 numero de thread:2
1.222331	 2.437434 	 numero de thread:2
1.222394	 2.437528 	 numero de thread:2
1.222457	 2.437622 	 numero de thread:2
1.222519	 2.437717 	 numero de thread:2
1.222582	 2.437811 	 numero de thread:2
1.222645	 2.437905 	 numero de thread:2
1.222708	 2.438000 	 numero de thread:2
1.222771	 2.438094 	 numero de thread:2
1.222834	 2.438188 	 numero de thread:2
1.222896	 2.438283 	 numero de thread:2
1.222959	 2.438377 	 numero de thread:2
1.223022	 2.438471 	 numero de thread:2
1.223085	 2.438566 	 numero de thread:2
1.223148	 2.438660 	 numero de thread:2
1.223211	 2.438754 	 numero de thread:2
1.223273	 2.438849 	 numero de thread:2
1.223336	 2.438943 	 numero de thread:2
1.223399	 2.439037 	 numero de thread:2
1.223462	 2.439132 	 numero de thread:2
1.223525	 2.439226 	 numero de thread:2
1.223588	 2.439321 	 numero de thread:2
1.223650	 2.439415 	 numero de thread:2
1.223713	 2.439509 	 numero de thread:2
1.223776	 2.439604 	 numero de thread:2
1.223839	 2.439698 	 numero de thread:2
1.223902	 2.439792 	 numero de thread:2
1.223964	 2.439887 	 numero de thread:2
1.224027	 2.439981 	 numero de thread:2
1.224090	 2.440075 	 numero de thread:2
1.224153	 2.440170 	 numero de thread:2
1.224216	 2.440264 	 numero de thread:2
1.224279	 2.440358 	 numero de thread:2
1.224341	 2.440453 	 numero de thread:2
1.224404	 2.440547 	 numero de thread:2
1.224467	 2.440641 	 numero de thread:2
1.224530	 2.440736 	 numero de thread:2
1.224593	 2.440830 	 numero de thread:2
1.224656	 2.440925 	 numero de thread:2
1.224718	 2.441019 	 numero de thread:2
1.224781	 2.441113 	 numero de thread:2
1.224844	 2.441208 	 numero de thread:2
1.224907	 2.441302 	 numero de thread:2
1.224970	 2.441396 	 numero de thread:2
1.225033	 2.441491 	 numero de thread:2
